1260;40000;2542;" 48,04"
1370;40000;2542;" 53,11"
1480;40000;2542;" 58,61"
1590;40000;2542;" 64,16"
1700;40000;2542;" 69,54"
1810;40000;2542;" 75,42"
1920;40000;2542;" 81,34"
2030;40000;2542;" 87,47"
2140;40000;2542;" 93,43"
2250;40000;2542;" 99,95"
2540;40000;2542;"100,00"
;;;
10;60000;3087;"  0,02"
120;60000;3087;"  9,08"
230;60000;3087;" 14,56"
340;60000;3087;" 16,62"
450;60000;3087;" 18,97"
560;60000;3087;" 21,68"
670;60000;3087;" 24,52"
780;60000;3087;" 27,67"
890;60000;3087;" 30,82"
1000;60000;3087;" 34,36"
1110;60000;3087;" 37,94"
1220;60000;3087;" 41,89"
1330;60000;3087;" 45,84"
1440;60000;3087;" 49,96"
1550;60000;3087;" 54,27"
1660;60000;3087;" 58,88"
1770;60000;3087;" 63,53"
1880;60000;3087;" 68,43"
1990;60000;3087;" 73,30"
2100;60000;3087;" 78,51"
2210;60000;3087;" 83,69"
2320;60000;3087;" 89,10"
2430;60000;3087;" 94,40"
2540;60000;3087;" 99,83"
3040;60000;3087;"100,00"
;;;
0;200;1456;"  0,00"
110;200;1456;"  7,05"
220;200;1456;" 14,85"
330;200;1456;" 22,61"
440;200;1456;" 30,39"
550;200;1456;" 38,46"
660;200;1456;" 46,24"
770;200;1456;" 54,67"
880;200;1456;" 62,08"
990;200;1456;" 69,79"
1100;200;1456;" 77,88"
1210;200;1456;" 85,66"
1320;200;1456;" 93,80"
;;;
10;20000;1996;"  0,64"
120;20000;1996;"  5,94"
230;20000;1996;"  9,14"
340;20000;1996;" 13,02"
450;20000;1996;" 17,55"
560;20000;1996;" 22,35"
670;20000;1996;" 27,92"
780;20000;1996;" 33,76"
890;20000;1996;" 39,84"
1000;20000;1996;" 45,97"
1110;20000;1996;" 52,52"
1220;20000;1996;" 58,89"
1330;20000;1996;" 65,75"
1440;20000;1996;" 72,44"
1550;20000;1996;" 79,34"
1660;20000;1996;" 85,98"
1770;20000;1996;" 93,18"
2000;20000;1996;"100,00"
;;;
50;40000;2542;"  4,18"
160;40000;2542;"  9,80"
270;40000;2542;" 12,13"
380;40000;2542;" 15,03"
490;40000;2542;" 18,11"
600;40000;2542;" 21,63"
710;40000;2542;" 25,31"
820;40000;2542;" 29,50"
930;40000;2542;" 33,77"
1040;40000;2542;" 38,47"
1150;40000;2542;" 43,22"
1260;40000;2542;" 48,28"
1370;40000;2542;" 53,35"
1480;40000;2542;" 58,90"
1590;40000;2542;" 64,42"
1700;40000;2542;" 69,78"
1810;40000;2542;" 75,45"
1920;40000;2542;" 81,55"
2030;40000;2542;" 87,54"
2140;40000;2542;" 93,79"
2250;40000;2542;" 99,85"
2550;40000;2542;"100,00"
;;;
0;60000;3087;"  0,02"
110;60000;3087;"  8,13"
230;60000;3087;" 14,56"
340;60000;3087;" 16,66"
450;60000;3087;" 19,06"
560;60000;3087;" 21,75"
670;60000;3087;" 24,59"
780;60000;3087;" 27,71"
890;60000;3087;" 30,89"
1000;60000;3087;" 34,43"
1110;60000;3087;" 38,04"
1220;60000;3087;" 42,04"
1330;60000;3087;" 45,96"
1440;60000;3087;" 50,23"
1550;60000;3087;" 54,52"
1660;60000;3087;" 59,12"
1770;60000;3087;" 63,68"
1880;60000;3087;" 68,64"
1990;60000;3087;" 73,46"
2100;60000;3087;" 78,70"
2210;60000;3087;" 83,86"
2320;60000;3087;" 88,90"
2430;60000;3087;" 94,40"
2540;60000;3087;" 99,81"
3020;60000;3087;"100,00"
